PRESCRIPTION_CODE,PRACTICE_CODE,BNF_CODE,QUANTITY,ITEMS,ACTUAL_COST
96849,P82006,0302000N0BCAFBG,1,9,246.82874
96850,P82006,0302000N0BFAABF,1,1,21.00224
96851,P82006,0302000N0BFABBG,1,9,238.41411
96852,P82034,0302000N0BGAAAZ,2,1,56.05388
96853,P82006,0302000N0BIAABF,1,8,112.21956
96854,P82006,0302000N0BIABBG,2,4,149.56834
96855,P82006,0302000N0BIABBG,1,14,261.8314
96856,P82006,0302000V0BCAAA0,2,1,83.22381
96857,P82006,0302000V0BCAAA0,1,13,541.03534
96858,P82006,0302000V0BCAAA0,3,1,124.82951
96859,P82034,0304010ABAAAAAA,30,1,5.61281
96860,P82034,0304010E0AAAAAA,30,3,4.18842
96861,P82034,0304010E0AAABAB,56,1,3.6185
96862,P82034,0304010E0AAABAB,30,5,9.45834
96863,P82034,0304010E0AAABAB,60,2,7.54188
96864,P82034,0304010E0AAABAB,14,1,0.99126
96865,P82034,0304010E0AAACAC,60,2,10.23456
96866,P82034,0304010G0AAABAB,150,1,3.83638
96867,P82034,0304010I0AAAAAA,30,3,2.19696
96868,P82034,0304010I0AAAAAA,28,4,3.14228
96869,P82034,0307000J0AAAAAA,120,9,143.49701
96870,P82034,0307000J0AAAAAA,168,1,22.42054
96871,P82034,0307000J0AAAAAA,180,1,24.00997
96872,P82034,0307000J0AAAAAA,336,1,44.71932
96873,P82034,0307000J0AAAAAA,112,1,14.97826
96874,P82034,0307000J0AAAIAI,1000,1,144.13643
96875,P82006,0309020D0AAAFAF,200,1,1.2185
96876,P82034,0309020R0BDAAAB,150,1,3.22866
96877,P82034,0401010ADBBAAAA,90,1,43.17949
96878,P82006,0401010T0AAAEAE,140,1,95.43153
96879,Y03079,130201000BBJGCA,100,5,12.45021
96880,Y03079,130201000BBJMCB,1000,1,12.46606
96881,Y03079,130201000BBJMCB,500,4,24.95692
96882,Y03079,130201000BBKFA0,1000,1,12.40996
96883,Y03079,130201000BBKFA0,500,6,44.43823
96884,Y03079,130201000BBLACA,500,4,23.57318
96885,Y03079,130201000BBLACA,100,1,2.49004
96886,Y03079,1302010U0BHAAAN,500,12,168.32934
96887,Y03079,1302010U0BHAAAN,100,3,9.26525
96888,Y03079,130201100BBAQA0,600,4,28.28538
96889,Y03079,1303000AABCAAAA,100,1,3.86443
96890,Y03079,1304000D0BCABBD,100,1,9.45549
96891,Y03079,1304000F0AAAAAA,100,1,5.34167
96892,Y03079,1304000F0AAAAAA,60,1,3.20996
96893,Y03079,1304000F0AAAAAA,200,1,10.67094
96894,Y03079,1304000F0AAAAAA,30,5,8.0559
96895,Y03079,1304000F0AAABAB,100,1,2.95752
96896,Y03079,1304000F0AABABA,30,1,1.60183
96897,Y03079,1304000F0AABBBB,100,2,5.91505
96898,Y03079,1304000F0AABDBD,100,4,14.07399
96899,Y03079,1304000F0AACCCC,60,2,23.88497
96900,Y03079,1304000F0BBAAAA,90,1,4.02338
96901,Y03079,1304000F0BBAAAA,30,2,2.69878
96902,Y03079,1304000F0BBAAAA,60,2,5.37277
96903,Y03079,1304000F0BBAAAA,200,1,7.58557
96904,Y03079,1304000F0BBAAAA,100,1,3.79899
96905,Y03079,1304000F0BBAEBA,100,2,7.59797
96906,Y03079,1304000F0BBAEBA,200,1,7.58557
96907,Y03079,1304000F0BBAEBA,30,4,5.39757
96908,Y03079,1304000F0BBAJBD,100,1,4.67785
96909,Y03079,1304000F0BDAABD,100,1,3.5185
96910,Y03079,1304000G0AAAAAA,30,3,7.58232
96911,Y03079,1304000G0AABABA,30,2,5.05488
96912,Y03079,1304000G0AABABA,100,2,14.79716
96913,Y03079,1304000G0AABBBB,30,2,5.76545
96914,Y03079,1304000G0AABBBB,100,1,9.75468
96915,Y03079,1304000G0BBABBA,30,2,5.05488
96916,Y03079,1304000G0BBAEBB,100,1,9.75468
96917,Y03079,1304000H0AAAAAA,100,2,10.19716
96918,Y03079,1304000H0AAAAAA,30,7,12.25997
96919,Y03079,1304000H0AABABA,100,3,15.29574
96920,Y03079,1304000H0AABABA,30,12,21.0171
96921,Y03079,1304000H0AACACA,30,1,11.65265
96922,P82616,1304000V0CBABCB,30,1,3.16321
96923,Y03079,1304000V0CGABCH,30,10,23.40449
96924,Y03079,1304000V0CGABCH,60,1,4.6685
96925,Y03079,1304000V0CGACCS,30,2,4.6996
96926,Y03079,1304000V0CHABCI,30,1,2.275
96927,Y03079,1305020D0AAAAAA,30,1,7.09939
96928,Y03079,1305020D0AAAFAF,60,3,70.15917
96929,Y03079,1305020D0AAAFAF,30,1,11.6994
96930,Y03079,1305020D0AAAIAI,120,1,74.2108
96931,Y03079,1305020D0BBAAAA,120,1,21.62867
96932,Y03079,1305020D0BCAAAF,120,1,69.06852
96933,Y03079,1305020D0BCAAAF,30,2,37.124
96934,Y03079,1305020D0BCABAG,60,5,174.01124
96935,Y03079,1305020D0BCABAG,120,5,338.0312
96936,Y03079,1305020R0BBAAAA,30,2,25.08172
96937,P82616,1305030C0AAAAAA,60,1,30.54818
96938,P82616,1305030C0AAACAC,30,1,21.82501
96939,Y03079,1306010B0AAAAAA,30,3,12.63111
96940,Y03079,1306010C0AAABAB,30,1,5.09858
96941,Y03079,1306010C0BUACAB,100,1,8.24939
96942,Y03079,1306010F0AAABAB,30,1,4.76199
96943,Y03079,1306010F0AAADAD,30,1,8.10915
96944,Y03079,1306010F0BBABAB,60,1,9.51159
96945,Y03079,1306010H0AAAAAA,45,3,46.12136
96946,Y03079,1306010H0AAABAB,45,1,15.37379
96947,Y03079,1306010Y0AAAAAA,60,2,49.16628
96948,Y03079,1306010Y0AAAAAA,90,1,36.86851
96949,Y03079,1306010Z0AAAAAA,45,4,73.08865
96950,Y03079,1307000V0BBAAAA,12,1,45.45144
96951,Y03079,1308010W0AAAAAA,50,1,35.82135
96952,Y03079,1308010W0AAAAAA,100,1,71.63031
96953,Y03079,1309000C0AAANAN,500,1,16.3181
96954,Y03079,1309000C0AAANAN,250,1,6.19248
96955,Y03079,1309000C0BLAAAQ,250,11,48.37097
96956,Y03079,1309000L0BCAAAB,250,1,5.33232
96957,Y03079,1309000L0BCAAAB,500,1,10.65224
96958,P82616,131002030AAAAAA,60,2,11.6183
96959,Y03079,1310020A0AAAAAA,20,1,27.46281
96960,Y03079,1310020A0AAAAAA,10,4,54.95043
96961,Y03079,1310020A0AAAAAA,5,2,13.75001
96962,Y03079,1310020H0AAABAB,50,3,8.73232
96963,Y03079,1310020H0AAABAB,40,1,4.6872
96964,Y03079,1310020H0AAABAB,100,1,5.80915
96965,Y03079,1310020H0AAABAB,20,8,18.79839
96966,P82006,0401010T0AAAEAE,100,1,68.19616
96967,P82006,0401010T0AAAMAM,14,1,13.47297
96968,P82006,0401010T0AAANAN,14,1,16.44614
96969,P82006,0401010T0AAANAN,28,1,32.67054
96970,P82006,0401010Y0AAAAAA,21,1,1.225
96971,P82006,0401010Y0AAAAAA,24,1,1.3746
96972,P82006,0401010Y0AAAAAA,14,1,0.85102
96973,P82006,0401010Y0AAAAAA,28,1,1.48964
96974,P82006,0401010Y0AAABAB,7,12,4.93904
96975,P82006,0401010Y0AAABAB,14,10,7.10774
96976,P82006,0401010Y0AAABAB,28,3,3.5994
96977,P82006,0401010Z0AAAAAA,10,2,0.82317
96978,P82006,0401010Z0AAAAAA,7,11,3.60185
96979,P82006,0401010Z0AAAAAA,11,1,0.43964
96980,P82006,0401010Z0AAAAAA,8,1,0.35549
96981,P82006,0401010Z0AAAAAA,23,1,0.80427
96982,P82006,0401010Z0AAAAAA,5,1,0.26199
96983,P82006,0401010Z0AAAAAA,14,19,10.1295
96984,P82006,0401010Z0AAAAAA,6,2,0.58008
96985,P82006,0401010Z0AAAAAA,28,13,11.10023
96986,P82006,0401010Z0AAAAAA,27,3,2.77744
96987,P82006,0401010Z0AAACAC,28,3,2.61769
96988,P82006,0401010Z0AAACAC,14,5,2.71241
96989,P82006,0401010Z0AAACAC,7,11,3.60185
96990,P82006,0401010Z0AAACAC,5,1,0.26199
96991,P82006,0401010Z0BBAAAA,14,1,1.63638
96992,P82034,0401020B0AAAAAA,70,1,11.93964
96993,P82034,0401020B0AAAAAA,56,2,19.14838
96994,P82034,0401020B0AAAAAA,60,3,30.44209
96995,P82034,0401020B0AAABAB,56,2,30.76058
96996,P82034,0401020K0AAAHAH,28,5,3.5681
96997,P82034,0401020K0AAAHAH,168,1,4.21972
96998,P82034,0401020K0AAAHAH,56,2,2.82968
96999,P82034,0401020K0AAAHAH,91,1,2.3937
97000,P82034,0401020K0AAAHAH,30,1,0.86037
97001,P82034,0401020K0AAAHAH,84,1,2.11606
97002,P82034,0401020K0AAAHAH,7,1,0.29004
97003,P82034,0401020K0AAAHAH,77,1,2.03842
97004,P82034,0401020K0AAAIAI,3,1,0.1872
97005,P82034,0401020K0AAAIAI,20,1,0.63598
97006,P82034,0401020K0AAAIAI,112,2,5.93374
97007,P82034,0401020K0AAAIAI,14,2,0.97277
97008,P82034,0401020K0AAAIAI,21,3,1.99208
97009,P82034,0401020K0AAAIAI,28,1,0.75102
97010,P82006,0402010ABBCABAW,28,1,11.45346
97011,P82006,0402010ABBCABAW,30,1,12.26688
97012,P82006,0402010ABBCACAX,28,2,39.4931
97013,P82006,0402010ABBCADAY,28,1,26.29127
97014,P82006,0402010ABBCADAY,7,4,26.62847
97015,P82006,0402010ABBCAEBA,7,4,11.78131
97016,P82006,0402010ABBCAEBA,60,1,24.312
97017,P82006,0402010ABBCAEBA,28,1,11.45346
97018,P82034,0402010ADAAABAB,7,4,24.60896
97019,P82034,0402010D0AAAIAI,56,1,53.3051
97020,P82006,0402030Q0AAABAB,84,1,29.88151
97021,P82034,0403010B0AAAGAG,56,11,14.32909
97022,P82034,0403010B0AAAGAG,112,3,7.77867
97023,P82034,0403010B0AAAGAG,28,9,5.9177
97024,P82034,0403010B0AAAGAG,84,3,5.8433
97025,P82034,0403010B0AAAHAH,56,1,1.32134
97026,P82034,0403010B0AAAHAH,84,1,1.97582
97027,P82034,0403010B0AAAIAI,56,1,1.86362
97028,P82034,0403010B0AAAIAI,28,4,3.75204
97029,P82034,0403010F0AAACAC,28,1,8.90387
97030,P82006,0403010X0AAAAAA,21,4,2.91789
97031,P82006,0403010X0AAAAAA,28,4,3.70326
97032,P82006,0403010X0AAAAAA,56,3,5.24574
97033,P82006,0403010X0AAAAAA,112,1,3.37541
97034,P82006,0403010X0AAAAAA,84,1,2.46199
97035,P82006,0403010X0AAADAD,7,4,2.61871
97036,P82006,0403010X0AAAFAF,700,1,59.07095
97037,P82006,0403010X0AAAFAF,600,1,50.54697
97038,P82006,0403010X0AAAFAF,300,1,25.38436
97039,P82006,0403010X0AAAFAF,140,1,11.90224
97040,P82006,0403010X0AAAFAF,480,1,40.44005
97041,P82006,0403010X0AAAFAF,280,2,47.38416
97042,P82006,0403010X0AAAFAF,560,1,47.28111
97043,P82034,0403030D0AAAAAA,7,6,3.42318
97044,P82034,0403030D0AAAAAA,30,1,2.07582
97045,P82034,0403030D0AAAAAA,19,1,1.3559
97046,P82034,0403030D0AAAAAA,28,15,27.67381
97047,P82034,0403030D0AAAAAA,56,5,18.38721
97048,P82034,0403030D0AAABAB,56,1,2.4246
97049,P82034,0403030D0AAABAB,28,6,7.31099
97050,P82034,0403030D0AAACAC,28,4,5.58456
97051,P82034,0403030E0AAAAAA,60,3,7.0494
97052,P82034,0403030E0AAAAAA,30,2,2.3622
97053,P82034,0403030E0AAAAAA,84,1,3.38476
97054,P82034,0403030E0AAAAAA,90,4,14.07399
97055,P82034,0403030E0AAAAAA,28,7,8.44412
97056,P82034,0403030E0AAAAAA,56,4,9.16342
97057,P82006,0403030Q0AAAAAA,42,1,1.47744
97058,P82006,0403030Q0AAAAAA,28,185,170.0725
97059,P82006,0403030Q0AAAAAA,56,3,5.47866
97060,P82006,0403030Q0AAAAAA,21,1,0.79492
97061,P82006,0403030Q0AAAAAA,7,46,15.49235
97062,P82006,0403030Q0AAAAAA,14,12,6.84636
97063,P82006,0403030Q0AAABAB,28,150,160.33566
97064,P82006,0403030Q0AAABAB,56,22,46.75899
97065,P82006,0403030Q0AAABAB,14,10,6.45327
97066,P82006,0403030Q0AAABAB,7,48,17.96106
97067,P82006,0403030Q0AAAZAZ,7,4,13.87562
97068,P82006,0403030Q0AAAZAZ,28,1,13.41972
97069,P82034,0403030X0AAAAAA,28,5,9.36485
97070,P82034,0403030X0AAABAB,28,8,12.29107
97071,P82034,0403030X0AAACAC,84,1,3.23801
97072,P82034,0403030Z0AAAAAA,15,1,14.92501
97073,P82006,0403040ABAAAAAA,28,1,25.92948
97074,P82006,0403040ABAAABAB,28,1,25.92948
97075,P82006,0403040ABAAACAC,28,1,25.92948
97076,P82006,0403040W0AAAAAA,7,12,7.51953
97077,P82006,0403040W0AAAAAA,56,2,8.17765
97078,P82006,0403040W0AAAAAA,28,1,2.15061
97079,P82006,0403040W0AAABAB,112,1,25.5368
97080,P82006,0403040W0AAABAB,56,2,25.5492
97081,P82006,0403040W0AAABAB,28,1,6.49817
97082,P82006,0403040W0AAADAD,7,7,5.499
97083,P82006,0403040W0AAADAD,4,4,1.98293
97084,P82006,0403040W0AAADAD,28,5,13.43192
97085,P82006,0403040W0AAADAD,3,4,1.60895
97086,P82006,0403040W0AAADAD,56,1,5.36037
97087,P82006,0403040W0AAAEAE,28,3,11.5372
97088,P82006,0403040W0AAAEAE,7,6,6.45245
97089,P82006,0403040W0AAAEAE,56,2,15.35814
97090,P82006,0403040W0AAAKAK,56,2,13.83781
97091,P82006,0403040W0AAAKAK,28,2,7.03131
97092,Y03079,1310020H0AAABAB,60,2,14.04919
97093,Y03079,1310020H0BBAAAB,50,2,7.87846
97094,Y03079,1310020H0BBAAAB,20,1,2.26565
97095,Y03079,1310020N0BBAAAA,60,1,3.41565
97096,Y03079,1310030C0AAAAAA,10,1,9.42744
97097,Y03079,1311030A0BGACA0,708,1,15.94411
97098,Y03079,1311030A0BGACA0,472,1,10.63354
97099,Y03079,190205500BCMVA0,500,2,13.67521
97100,Y03079,20020200822,20,1,20.02054
97101,Y03079,20020200913,20,1,9.175
97102,Y03079,20030100074,10,1,1.04086
97103,Y03079,20030100074,30,1,3.09777
97104,Y03079,20030100078,60,2,24.68293
97105,Y03079,20030100106,30,1,23.85387
97106,Y03079,20030100120,10,1,3.19126
97107,Y03079,20030100120,20,2,12.74025
97108,Y03079,20030100167,10,2,12.92724
97109,Y03079,20030100167,20,1,12.91484
97110,Y03079,20030100571,14,1,3.41565
97111,Y03079,20030600510,25,1,59.83742
97112,Y03079,20120000110,240,1,19.75875
97113,Y03079,21010230123,1,1,6.74411
97114,Y03079,21010230178,1,3,18.52135
97115,Y03079,21010900420,10,1,1.57378
97116,Y03079,21010900620,100,2,7.31749
97117,Y03079,21010900689,200,2,8.43944
97118,Y03079,21010900697,100,2,8.43944
97119,Y03079,21010900802,200,1,8.42704
97120,Y03079,21012600105,100,11,25.74494
97121,Y03079,21012600106,100,2,4.6809
97122,Y03079,21020000738,1,2,12.56586
97123,Y03079,21020001254,180,2,567.93187
97124,Y03079,21020001254,30,2,94.65531
97125,Y03079,21020001408,30,1,51.17034
97126,Y03079,21020001408,120,1,204.68136
97127,Y03079,21120000130,1,1,6.72541
97128,Y03079,21120000131,1,1,6.77216
97129,Y03079,21140000019,12,1,2.15041
97130,Y03079,21140000019,33,1,3.36585
97131,Y03079,21220000100,4000,1,47.02217
97132,Y03079,21220000100,500,2,12.47846
97133,Y03079,21220000101,500,4,36.20449
97134,P82006,0403040W0AAALAL,28,1,29.43273
97135,P82006,0403040W0AAASAS,28,1,4.92094
97136,P82006,0403040W0AAASAS,56,1,9.82948
97137,P82006,0403040W0AAATAT,28,1,44.05835
97138,P82006,0403040W0BGAAAD,28,5,13.43192
97139,P82006,0403040W0BGAAAD,56,1,5.36037
97140,P82006,0403040W0BGAAAD,7,4,3.14228
97141,P82006,0403040W0BGABAE,56,1,7.67907
97142,P82006,0403040W0BGABAE,28,3,11.5372
97143,P82006,0403040W0BGABAE,7,18,19.35735
97144,P82006,0403040W0BGABAE,60,1,8.3307
97145,P82006,0403040W0BGACAT,28,1,23.56403
97146,P82006,0403040W0BNABAK,7,4,3.85285
97147,P82006,0403040W0BNABAK,60,1,7.30509
97148,P82006,0403040W0BNADAM,60,2,24.70773
97149,P82006,0403040W0CCABAD,7,8,5.76099
97150,P82006,0403040W0CCABAD,28,3,7.30184
97151,P82006,0403040W0CCACAE,28,2,7.29879
97152,P82006,0403040W0CCACAE,7,5,5.09655
97153,P82006,0403040W0CCADAT,28,3,27.8055
97154,P82034,0403040Y0AAAAAA,28,4,13.8496
97155,P82034,0403040Y0AAAAAA,56,3,20.73721
97156,P82034,0403040Y0AAAAAA,84,2,20.72481
97157,P82034,0403040Y0AAABAB,28,3,11.56525
97158,P82034,0403040Y0AAABAB,56,1,7.69777
97159,P82034,0404000M0BDABAN,30,5,198.50718
97160,P82034,0404000M0BDAEAT,60,1,68.84413
97161,P82034,0404000M0BDAEAT,30,2,68.85653
97162,P82034,0404000M0BDAFAR,30,3,206.53238
97163,P82006,0404000M0BKACAN,30,1,19.85224
97164,P82034,0404000S0AAABAB,28,3,39.75428
97165,P82034,0404000S0AAAEAE,28,3,43.84941
97166,P82034,0404000S0AAAEAE,7,1,3.76809
97167,P82034,0404000S0AAAFAF,28,1,19.72135
97168,P82034,0404000S0AAAFAF,21,1,14.89411
97169,P82034,0404000U0BCAAAB,28,1,54.46445
97170,P82034,0404000U0BCAEAC,28,2,117.49313
97171,P82034,0404000U0BCAFAE,28,1,70.30266
97172,P82034,0406000B0AAAAAA,56,1,0.77622
97173,P82034,0406000B0AAAAAA,84,3,3.03842
97174,P82034,0406000B0AAAAAA,168,1,2.01321
97175,P82034,0406000B0AAAAAA,120,1,1.54289
97176,Y03079,21220000111,75,1,3.73354
97177,Y03079,21220000111,200,4,36.88701
97178,Y03079,21220000137,1000,1,7.43598
97179,Y03079,21220000205,500,7,35.42827
97180,Y03079,21220000205,1000,1,10.10996
97181,Y03079,21220000241,500,4,10.03497
97182,Y03079,21220000273,100,1,4.04208
97183,Y03079,21220000273,500,3,35.28213
97184,Y03079,21220000293,1000,1,5.86525
97185,Y03079,21220000293,500,2,5.87765
97186,Y03079,21220000300,500,1,2.91077
97187,Y03079,21230000123,50,1,9.11891
97188,Y03079,21270000107,6,1,262.31227
97189,Y03079,21270000121,6,1,47.51465
97190,Y03079,21270000124,6,1,19.01708
97191,Y03079,21270000483,6,1,39.94147
97192,Y03079,21270000484,6,1,39.94147
97193,Y03079,21270002629,6,1,40.72684
97194,Y03079,21300000104,20,4,63.62685
97195,Y03079,21300000104,10,20,159.19113
97196,Y03079,21300000108,10,1,7.48273
97197,Y03079,21300000111,30,3,79.97625
97198,Y03079,21300000111,10,45,400.25324
97199,Y03079,21300000111,40,1,35.54087
97200,Y03079,21300000111,20,13,231.09623
97201,Y03079,21300000112,20,1,19.27257
97202,Y03079,21300000112,10,1,9.64248
97203,Y03079,21300000113,10,1,4.64045
97204,Y03079,21300000116,30,1,4.41606
97205,Y03079,21300000117,20,1,3.20996
97206,Y03079,21300000117,10,5,8.0559
97207,Y03079,21300000158,10,1,5.38842
97208,Y03079,21300000178,10,1,5.61281
97209,Y03079,21300000185,20,1,18.6181
97210,Y03079,21300000401,15,4,7.26749
97211,Y03079,21300000700,10,5,7.30794
97212,Y03079,21300000913,10,1,5.15468
97213,Y03079,21300000913,5,9,23.25185
97214,Y03079,21300000926,10,22,85.63461
97215,Y03079,21480000100,2,2,130.91915
97216,Y03079,21480000100,1,1,32.73599
97217,Y03079,21480000101,4,1,130.90675
97218,Y03079,21480000101,2,17,1112.81274
97219,Y03079,21480000101,6,1,196.35392
97220,Y03079,22052080501,5,1,12.58456
97221,Y03079,22801008006,10,3,46.64514
97222,Y03079,22801008006,5,1,7.89126
97223,Y03079,23301083114,1,1,80.83661
97224,Y03079,23450604513,472,1,22.55123
97225,Y03079,23800908004,30,1,25.03192
97226,Y03079,23801068002,30,2,58.45368
97227,Y03079,23802228000,114,1,16.1935
97228,Y03079,23803048000,50,9,41.91994
97229,Y03079,23803048000,150,2,27.9053
97230,Y03079,23803048000,100,3,27.9177
97231,Y03079,23803048000,300,1,27.8929
97232,Y03079,23803068001,90,20,111.48339
97233,Y03079,23803068001,28,1,2.79858
97234,Y03079,23803068001,360,1,22.26444
97235,Y03079,23803068001,180,2,22.27684
97236,Y03079,23803068008,30,2,10.02887
97237,Y03079,0101021B0BEADAJ,60,2,24.89473
97238,Y03079,0101021B0BEADAJ,30,1,6.22988
97239,Y03079,0101021B0BEADAJ,120,1,24.88233
97240,Y03079,0101021B0BEAIAL,500,28,134.38301
97241,Y03079,0101021B0BEAIAL,1000,19,182.14134
97242,Y03079,0101021B0BEAIAL,3600,1,76.19291
97243,Y03079,0101021B0BEAIAL,300,5,25.04778
97244,Y03079,0101021B0BEAIAL,2300,1,25.50875
97245,Y03079,0101021B0BEAIAL,1200,1,11.60305
97246,Y03079,0101021B0BEAIAL,150,1,1.55224
97247,Y03079,0101021B0BEAIAL,2000,1,19.16037
97248,Y03079,0101021B0BEAQAP,30,2,3.40366
97249,Y03079,0101021B0BEAQAP,100,1,5.41362
97250,Y03079,0101021B0BEAQAP,60,3,9.57379
97251,Y03079,0101021B0BEAQAP,120,3,19.11038
97252,Y03079,0101021B0BEAQAP,90,1,4.88069
97253,Y03079,0101021B0BEAQAP,24,1,1.38395
97254,Y03079,0101021B0BEARA0,128,1,22.65428
97255,Y03079,0101021B0BEBEAL,2000,1,19.16037
97256,Y03079,0101021B0BEBEAL,300,1,6.36078
97257,Y03079,0101021B0BEBEAL,250,1,2.4059
97258,P82034,0406000B0AAABAB,84,7,10.23111
97259,P82034,0406000B0AAABAB,14,3,1.06647
97260,P82034,0406000B0AAABAB,252,1,4.35996
97261,P82034,0406000B0AAABAB,168,1,2.91077
97262,P82034,0406000D0AAAAAA,84,2,9.41179
97263,P82034,0406000F0AAACAC,84,1,3.37541
97264,P82034,0406000F0AAACAC,60,1,2.44045
97265,P82034,0406000F0AAACAC,100,1,3.89248
97266,P82034,0406000F0AAACAC,42,1,1.73923
97267,P82034,0406000J0AAAJAJ,56,1,1.2624
97268,P82034,0406000J0AAAJAJ,60,1,1.24655
97269,P82006,0406000T0BBAAAG,84,1,5.56606
97270,P82006,0406000T0BBAAAG,28,1,1.86362
97271,P82034,0406000T0BFAAAK,30,1,14.17419
97272,P82034,0407010B0AAAEAE,14,1,0.69207
97273,P82034,0407010F0AAAAAA,100,1,3.25671
97274,P82034,0407010F0AAACAC,100,1,6.875
97275,P82034,0407010F0AAADAD,100,3,10.52745
97276,P82034,0407010F0AAADAD,140,1,5.01159
97277,P82034,0407010F0AAAHAH,60,1,2.05061
97278,P82034,0407010F0AAAHAH,30,1,1.03151
97279,P82034,0407010F0AAAHAH,100,4,13.62521
97280,P82034,0407010F0AAAHAH,224,2,15.43659
97281,P82034,0407010F0AAAKAK,60,1,1.66443
97282,P82034,0407010F0AAAKAK,100,6,15.55733
97283,P82034,0407010F0AAAWAW,100,1,7.72582
97284,P82006,0407010F0BSAAAH,224,13,86.17789
97285,P82006,0407010F0BSAAAH,200,13,75.76203
97286,P82006,0407010F0BSAAAH,212,1,6.27378
97287,P82006,0407010F0BSAAAH,60,9,16.74697
97288,P82006,0407010F0BSAAAH,120,1,3.5998
97289,P82006,0407010F0BSAAAH,112,3,10.09818
97290,P82006,0407010F0BSAAAH,40,5,6.35875
97291,P82006,0407010F0BSAAAH,100,76,221.92946
97292,P82006,0407010F0BSAAAH,50,10,15.70937
97293,P82006,0407010F0BSAAAH,150,4,17.91465
97294,P82006,0407010F0BSAAAH,56,26,45.21997
97295,P82006,0407010F0BSAAAH,180,1,5.34817
97296,P82006,0407010F0BSAAAH,30,3,2.94574
97297,P82006,0407010F0BSABAD,168,1,6.16159
97298,Y03079,0101021B0BEBEAL,500,22,111.4834
97299,Y03079,0101021B0BEBEAL,1000,10,119.23216
97300,Y03079,0102000K0BBAAAA,2000,1,22.45143
97301,Y03079,0102000L0AAACAC,168,2,2777.69064
97302,Y03079,0102000N0AAABAB,112,7,50.21933
97303,Y03079,0102000N0AAABAB,224,3,43.00794
97304,Y03079,0102000N0AAABAB,21,3,4.37623
97305,Y03079,0102000N0AAABAB,56,5,17.96648
97306,Y03079,0102000N0AAABAB,84,1,5.48842
97307,Y03079,0102000N0AAABAB,60,1,3.94573
97308,Y03079,0102000P0AAAAAA,450,1,262.36857
97309,Y03079,0102000P0AAABAB,100,6,20.8305
97310,Y03079,0102000P0AAABAB,28,1,1.08476
97311,Y03079,0102000P0AAABAB,84,9,27.18112
97312,Y03079,0102000P0AAABAB,112,2,7.96627
97313,Y03079,0102000P0AAADAD,56,2,7.2183
97314,Y03079,0102000T0BCAAAA,28,1,2.30956
97315,Y03079,0103010H0AAAAAA,56,14,524.01277
97316,Y03079,0103010H0AAAAAA,14,4,37.88538
97317,Y03079,0103010H0AAAAAA,112,3,224.5397
97318,Y03079,0103010H0AAAAAA,28,17,318.25601
97319,Y03079,0103010H0AAABAB,56,11,729.10571
97320,Y03079,0103010H0AAABAB,84,1,99.41731
97321,Y03079,0103010H0AAABAB,28,30,994.42107
97322,Y03079,0103050E0AAAAAA,112,2,47.59555
97323,Y03079,0103050E0AAAAAA,28,9,53.62869
97324,Y03079,0103050E0AAAAAA,56,15,178.57629
97325,Y03079,0103050E0AAABAB,56,8,103.01955
97326,Y03079,0103050E0AAABAB,28,17,109.56368
97327,Y03079,0103050E0AAAFAF,28,2,3.44675
97328,Y03079,0103050E0AAAFAF,56,14,48.08093
97329,Y03079,0103050E0AAAGAG,28,10,19.29067
97330,Y03079,0103050E0AAAGAG,112,2,15.35814
97331,Y03079,0103050E0AAAGAG,84,1,5.7624
97332,Y03079,0103050E0AAAGAG,56,4,15.38294
97333,Y03079,0103050L0AAAAAA,14,4,2.54391
97334,Y03079,0103050L0AAAAAA,7,24,8.98053
97335,Y03079,0103050L0AAAAAA,56,57,120.08244
97336,Y03079,0103050L0AAAAAA,28,192,203.43452
97337,Y03079,0103050L0AAAAAA,42,1,1.68313
97338,P82006,0407010F0BSABAD,200,2,14.42318
97339,P82006,0407010F0BSABAD,50,2,3.83374
97340,P82006,0407010F0BSABAD,100,3,10.83598
97341,P82034,0407010N0AAAAAA,224,1,19.31647
97342,P82034,0407010N0AAAAAA,60,1,5.15468
97343,P82006,040702040AAAAAA,100,7,16.64493
97344,P82006,040702040AAAAAA,112,6,16.58741
97345,P82006,040702040AAAAAA,28,4,3.10489
97346,P82006,040702040AAAAAA,56,4,5.76017
97347,P82006,040702040AAAAAA,120,1,2.85468
97348,P82006,040702040AAAAAA,84,2,4.20773
97349,P82006,040702040AAAAAA,60,1,1.43354
97350,P82006,040702040AAAAAA,30,1,0.72297
97351,P82006,040702040AAAAAA,200,1,4.7433
97352,P82006,040702040AAAAAA,50,3,3.8994
97353,P82006,040702040AAAAAA,224,1,5.41362
97354,P82006,040702040AAACAC,56,2,12.34188
97355,P82006,040702040AAAEAE,56,2,60.26791
97356,P82006,040702040AAAGAG,90,1,10.26606
97357,P82006,040702040AAAGAG,60,2,13.56302
97358,P82006,040702040AAAHAH,112,1,25.36566
97359,P82006,040702040AAAJAJ,56,2,50.71262
97360,P82006,040702040AAAUAU,100,1,2.85183
97361,P82034,0407020A0BBAIAE,10,2,67.30449
97362,P82034,0407020A0BBALAH,10,2,216.41185
97363,P82006,0407020ADBJAAAC,84,2,19.46627
97364,P82006,0407020ADBJAAAC,56,2,12.85245
97365,P82006,0407020ADBJAAAC,21,4,10.06098
97366,P82006,0407020AGAAAAAA,56,2,46.62319
